Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine,Brand
Audi Q2,21985.0,2020,16254.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Audi A6,35990.0,2021,13723.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Volkswagen Tiguan Allspace,24990.0,2020,23878.0,Semi-automatic,Petrol,7.0,2.0,5.0,1.5,Volkswagen
Audi A5,21990.0,2018,35251.0,Semi-automatic,Diesel,4.0,2.0,2.0,2.0,Audi
Audi A4,21985.0,2019,37653.0,Manual,Petrol,5.0,2.0,5.0,2.0,Audi
Jaguar F-Pace,37780.0,2021,22757.0,Automatic,Diesel,5.0,1.0,5.0,2.0,Jaguar
Jaguar F-Pace,51880.0,2023,4688.0,Automatic,Diesel,5.0,1.0,5.0,2.0,Jaguar
Audi A3,23490.0,2022,3263.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Audi Q7,56485.0,2021,30384.0,Semi-automatic,Diesel,7.0,1.0,5.0,3.0,Audi
Audi Q3,31985.0,2022,21005.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Audi
Audi A3,22385.0,2021,13286.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
Audi Q5,43685.0,2023,7083.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi Q2,23990.0,2021,20935.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
Audi A6,26490.0,2020,29655.0,Semi-automatic,Diesel,5.0,1.0,4.0,2.0,Audi
Audi A3,27990.0,2022,5605.0,Manual,Petrol,5.0,1.0,4.0,1.5,Audi
Land Rover Discovery Sport,28990.0,2020,29134.0,Automatic,Diesel,7.0,1.0,5.0,2.0,Land
Audi Q2,16990.0,2020,17500.0,Manual,Diesel,5.0,2.0,5.0,1.6,Audi
Land Rover Range Rover Evoque,45980.0,2023,2101.0,Automatic,Petrol,5.0,1.0,5.0,2.0,Land
Audi A4,21985.0,2019,37653.0,Manual,Petrol,5.0,2.0,5.0,2.0,Audi
Audi A5,21990.0,2018,35251.0,Semi-automatic,Diesel,4.0,2.0,2.0,2.0,Audi
Jaguar I-Pace,25980.0,2020,38889.0,Automatic,Electric,5.0,1.0,5.0,,Jaguar
Audi A3,23990.0,2022,6180.0,Manual,Petrol,5.0,1.0,4.0,1.0,Audi
Land Rover Range Rover Sport,38690.0,2020,34304.0,Semi-automatic,Diesel,5.0,1.0,5.0,3.0,Land
Land Rover Defender,67990.0,2022,3070.0,Automatic,Diesel,7.0,1.0,5.0,3.0,Land
Land Rover Range Rover Evoque,51980.0,2023,5000.0,Automatic,Diesel,5.0,1.0,5.0,2.0,Land
Land Rover Range Rover,131990.0,2023,2988.0,Automatic,Petrol,5.0,1.0,5.0,3.0,Land
Audi A6,39990.0,2023,24251.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Land Rover Defender,67990.0,2023,7896.0,Automatic,Petrol,5.0,1.0,5.0,3.0,Land
Land Rover Discovery Sport,28490.0,2020,24740.0,Automatic,Petrol,5.0,1.0,5.0,2.0,Land
Audi Q5,37990.0,2020,25254.0,Semi-automatic,Diesel,5.0,1.0,5.0,3.0,Audi
Audi A3,20990.0,2020,28221.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Audi Q5,25450.0,2019,52674.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi Q3,37450.0,2022,12542.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Audi
Land Rover Range Rover,53980.0,2019,54574.0,Automatic,Petrol,5.0,2.0,5.0,5.0,Land
Audi A6,42950.0,2023,798.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Jaguar I-Pace,32980.0,2021,21716.0,Automatic,Electric,5.0,1.0,5.0,,Jaguar
Land Rover Range Rover,119980.0,2023,12030.0,Automatic,Diesel,5.0,1.0,5.0,3.0,Land
Audi Q2,15450.0,2020,59704.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Audi Q2,18990.0,2021,25323.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Audi A6,35950.0,2023,9526.0,Semi-automatic,Petrol,5.0,1.0,4.0,2.0,Audi
Land Rover Defender,59980.0,2022,10546.0,Automatic,Diesel,5.0,1.0,5.0,3.0,Land
Audi Q2,15450.0,2020,59704.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Audi Q7,35990.0,2019,59023.0,Semi-automatic,Diesel,7.0,1.0,5.0,3.0,Audi
Audi Q4,54985.0,2023,6027.0,Automatic,Petrol,5.0,1.0,5.0,,Audi
Land Rover Range Rover Sport,48490.0,2021,41639.0,Semi-automatic,Diesel,5.0,1.0,5.0,3.0,Land
Audi A3,23950.0,2022,8348.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Land Rover Range Rover Velar,40490.0,2020,23843.0,Automatic,Diesel,5.0,1.0,5.0,2.0,Land
Audi A5,28490.0,2021,29995.0,Semi-automatic,Petrol,4.0,1.0,2.0,2.0,Audi
Audi Q5,31990.0,2019,38864.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Audi A3,34485.0,2021,21504.0,Semi-automatic,Petrol,5.0,1.0,4.0,2.0,Audi
Audi Q5,39450.0,2023,3984.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Audi Q7,44971.0,2020,28333.0,Semi-automatic,Diesel,7.0,1.0,5.0,3.0,Audi
Audi Q7,44971.0,2020,28333.0,Semi-automatic,Diesel,7.0,1.0,5.0,3.0,Audi
Audi Q5,34990.0,2021,48276.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Audi A3,22490.0,2019,78769.0,Semi-automatic,Petrol,5.0,1.0,4.0,2.0,Audi
Audi Q3,26985.0,2020,18446.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Audi Q5,40990.0,2022,24351.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Land Rover Defender,64990.0,2020,32601.0,Automatic,Petrol,7.0,2.0,5.0,3.0,Land
Audi Q5,31990.0,2019,38864.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Audi A5,28490.0,2021,29995.0,Semi-automatic,Petrol,4.0,1.0,2.0,2.0,Audi
Land Rover Range Rover,48790.0,2020,28400.0,Automatic,Diesel,5.0,1.0,5.0,3.0,Land
Land Rover Range Rover Evoque,31390.0,2020,32496.0,Automatic,Petrol,5.0,1.0,5.0,2.0,Land
Audi Q8,60990.0,2023,7689.0,Semi-automatic,Petrol,5.0,1.0,5.0,3.0,Audi
Land Rover Range Rover Evoque,45880.0,2023,4560.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Land
Land Rover Discovery Sport,20799.0,2018,52500.0,Automatic,Diesel,7.0,1.0,5.0,2.0,Land
Audi A3,19985.0,2019,47300.0,Semi-automatic,Petrol,5.0,3.0,4.0,1.5,Audi
Land Rover Range Rover Velar,31990.0,2019,42659.0,Automatic,Petrol,5.0,1.0,5.0,2.0,Land
Audi Q3,41990.0,2023,5301.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Audi
Land Rover Range Rover,48790.0,2020,28400.0,Automatic,Diesel,5.0,1.0,5.0,3.0,Land
Land Rover Range Rover Evoque,31390.0,2020,32496.0,Automatic,Petrol,5.0,1.0,5.0,2.0,Land
Land Rover Discovery Sport,20799.0,2018,52500.0,Automatic,Diesel,7.0,1.0,5.0,2.0,Land
Audi A3,31490.0,2020,16269.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Audi Q7,41990.0,2021,67241.0,Semi-automatic,Diesel,7.0,1.0,5.0,3.0,Audi
Land Rover Range Rover,45880.0,2019,39604.0,Automatic,Hybrid,5.0,2.0,5.0,2.0,Land
Land Rover Range Rover Evoque,36390.0,2021,24738.0,Automatic,Diesel,5.0,1.0,5.0,2.0,Land
Audi A6,29785.0,2019,59612.0,Semi-automatic,Diesel,5.0,2.0,4.0,3.0,Audi
Audi Q2,17450.0,2019,28250.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
Land Rover Range Rover Evoque,31480.0,2021,43201.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Land
Land Rover Range Rover Evoque,17990.0,2017,28164.0,Manual,Diesel,5.0,1.0,5.0,2.0,Land
Audi e-tron,25450.0,2020,33255.0,Automatic,Electric,5.0,1.0,5.0,,Audi
DS DS 4,26119.0,2022,7448.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.6,DS
DS DS 7,15498.0,2021,24799.0,Manual,Petrol,5.0,2.0,5.0,1.2,DS
Audi e-tron GT,67990.0,2021,19487.0,Automatic,Electric,5.0,3.0,4.0,,Audi
Peugeot 2008,19258.0,2022,1956.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Peugeot 208,17995.0,2023,2000.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Citroen C4,12900.0,2021,68742.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Citroen C5 Aircross,15990.0,2020,25108.0,Semi-automatic,Diesel,5.0,2.0,5.0,1.5,Citroen
Peugeot 5008,29240.0,2023,5500.0,Semi-automatic,Diesel,7.0,2.0,5.0,1.5,Peugeot
Citroen C4,17990.0,2022,5000.0,Manual,Petrol,5.0,2.0,5.0,1.2,Citroen
Citroen Berlingo,23990.0,2023,2500.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Citroen Grand C4 SpaceTourer,16838.0,2020,31161.0,Manual,Petrol,7.0,1.0,5.0,1.2,Citroen
Peugeot Traveller,27998.0,2019,54398.0,Manual,Diesel,8.0,1.0,5.0,2.0,Peugeot
Citroen C3 Aircross,15634.0,2023,9272.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
BMW X1,23966.0,2020,17105.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,BMW
Citroen C3 Aircross,17480.0,2023,1500.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C4,20907.0,2023,4539.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Peugeot 108,10143.0,2020,11289.0,Manual,Petrol,4.0,1.0,5.0,1.0,Peugeot
Hyundai Kona,20980.0,2022,2554.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Hyundai
Citroen C4,24480.0,2023,2500.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Abarth 500,29940.0,2023,1000.0,Automatic,Electric,4.0,1.0,3.0,,Abarth
Citroen C5 X,27989.0,2023,6410.0,Semi-automatic,Hybrid,5.0,1.0,4.0,1.6,Citroen
Citroen C4 X,25886.0,2023,2069.0,Automatic,Electric,5.0,1.0,4.0,,Citroen
Fiat 500,22220.0,2023,1000.0,Automatic,Electric,4.0,1.0,3.0,,Fiat
Volkswagen Passat,15350.0,2019,51632.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.0,Volkswagen
SEAT Leon,17500.0,2021,3351.0,Manual,Petrol,5.0,1.0,5.0,1.5,SEAT
Volkswagen Passat,17000.0,2020,39208.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volkswagen
BMW 1 Series,12794.0,2017,13000.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,BMW
Kia Sportage,20000.0,2020,20000.0,Automatic,Hybrid,5.0,3.0,5.0,1.6,Kia
Renault Captur,7995.0,2018,59000.0,Manual,Diesel,5.0,3.0,5.0,1.5,Renault
Ford Fiesta,7321.0,2016,40000.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Hyundai Kona,20299.0,2022,15000.0,Automatic,Electric,5.0,1.0,5.0,,Hyundai
Vauxhall Corsa,12118.0,2021,18561.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Citroen C4,23995.0,2022,4000.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Citroen C5 Aircross,15460.0,2020,26635.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,Citroen
Peugeot 2008,24990.0,2023,1000.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Citroen C4,14450.0,2021,10175.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Fiat Panda,12990.0,2023,3585.0,Manual,Petrol,5.0,1.0,5.0,1.0,Fiat
Citroen C5 Aircross,13500.0,2020,20657.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Peugeot 208,16990.0,2021,6544.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Peugeot
Peugeot 2008,16496.0,2020,25415.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Citroen C3,9990.0,2020,8166.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C4,29495.0,2023,5000.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Peugeot 2008,15499.0,2021,14167.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Citroen C3 Aircross,14995.0,2023,6000.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Peugeot 5008,24680.0,2022,31118.0,Semi-automatic,Diesel,7.0,1.0,5.0,1.5,Peugeot
Jeep Compass,16690.0,2021,22900.0,Manual,Petrol,5.0,1.0,5.0,1.4,Jeep
Peugeot 2008,16970.0,2021,31670.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Peugeot 308,12740.0,2021,21031.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Volkswagen Golf,14599.0,2020,9000.0,Automatic,Electric,5.0,1.0,5.0,1.0,Volkswagen
Mitsubishi Outlander,17000.0,2019,40000.0,Automatic,Hybrid,5.0,1.0,5.0,2.4,Mitsubishi
Volkswagen Golf,14599.0,2020,9000.0,Automatic,Electric,5.0,1.0,5.0,1.0,Volkswagen
Toyota Aygo X,15299.0,2022,3950.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
MINI Hatchback,9128.0,2016,27000.0,Manual,Diesel,4.0,2.0,3.0,1.5,MINI
Audi A3,14299.0,2017,74706.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.4,Audi
Peugeot 2008,16803.0,2020,8000.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Dacia Duster,12449.0,2021,20000.0,Manual,Hybrid,5.0,1.0,5.0,1.0,Dacia
Mazda MX-5,13000.0,2018,45000.0,Manual,Petrol,2.0,2.0,2.0,2.0,Mazda
Citroen C3,12047.0,2020,4938.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
DS DS 4,24959.0,2023,9580.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,DS
Mercedes-Benz C-Class,15836.0,2016,57000.0,Semi-automatic,Diesel,5.0,2.0,4.0,2.1,Mercedes-Benz
Peugeot 208,15452.0,2020,24111.0,Automatic,Electric,5.0,1.0,5.0,,Peugeot
Peugeot 208,12400.0,2021,16382.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Citroen C3,13440.0,2020,21059.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Kia Niro,16376.0,2020,24741.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Kia
Citroen C3,10735.0,2021,14778.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
BMW 5 Series,18499.0,2019,49540.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,BMW
Volkswagen Golf,23999.0,2023,5777.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volkswagen Golf,37495.0,2021,18998.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Volkswagen Golf,35995.0,2022,9158.0,Semi-automatic,Petrol,5.0,2.0,5.0,2.0,Volkswagen
Volkswagen Golf,20999.0,2023,8098.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volkswagen Golf,24499.0,2023,8500.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volkswagen Golf,36995.0,2022,14751.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Volkswagen Golf,31995.0,2023,6000.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Volkswagen
Volkswagen Golf,32999.0,2023,9500.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.4,Volkswagen
Volkswagen Golf,15295.0,2019,33195.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volkswagen Golf,25995.0,2022,10450.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volkswagen
Volkswagen Golf,21550.0,2017,30238.0,Semi-automatic,Petrol,5.0,4.0,5.0,2.0,Volkswagen
Volkswagen Golf,24490.0,2022,15554.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volkswagen
Hyundai i20,6432.0,2016,73000.0,Manual,Petrol,5.0,2.0,5.0,1.2,Hyundai
Ford Fiesta,7899.0,2016,27000.0,Manual,Petrol,5.0,2.0,5.0,1.0,Ford
Peugeot 2008,8758.0,2017,38000.0,Manual,Petrol,5.0,2.0,5.0,1.2,Peugeot
Honda CR-V,12324.0,2017,67000.0,Manual,Diesel,5.0,2.0,5.0,1.6,Honda
Vauxhall Crossland X,9499.0,2019,29000.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Vauxhall Corsa,13293.0,2020,20000.0,Automatic,Electric,5.0,1.0,5.0,,Vauxhall
Land Rover Range Rover Sport,44899.0,2019,30000.0,Semi-automatic,Diesel,7.0,1.0,5.0,3.0,Land
MG HS,14012.0,2020,13958.0,Manual,Petrol,5.0,1.0,5.0,1.5,MG
Citroen C5 Aircross,18382.0,2021,21400.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Peugeot 3008,26995.0,2022,21000.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,Peugeot
Vauxhall Corsa,10000.0,2017,18000.0,Automatic,Petrol,5.0,3.0,5.0,1.4,Vauxhall
Vauxhall Corsa,8419.0,2019,19000.0,Manual,Petrol,5.0,1.0,3.0,1.4,Vauxhall
Ford B-MAX,9699.0,2016,20000.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.6,Ford
Mercedes-Benz A-Class,12386.0,2017,43000.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.1,Mercedes-Benz
Volkswagen Polo,10524.0,2017,30000.0,Manual,Petrol,5.0,2.0,5.0,1.2,Volkswagen
Vauxhall Zafira,15000.0,2018,16000.0,Automatic,Petrol,7.0,3.0,5.0,1.4,Vauxhall
Mercedes-Benz GLA,17494.0,2019,30000.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.6,Mercedes-Benz
Nissan X-Trail,13447.0,2017,64000.0,Automatic,Diesel,5.0,3.0,5.0,2.0,Nissan
Jaguar F-Pace,18748.0,2018,74000.0,Automatic,Diesel,5.0,2.0,5.0,2.0,Jaguar
Kia Sportage,15000.0,2020,75000.0,Automatic,Hybrid,5.0,1.0,5.0,1.6,Kia
Skoda Superb,15000.0,2017,77000.0,Semi-automatic,Diesel,5.0,5.0,5.0,2.0,Skoda
DS DS 9,26495.0,2021,25000.0,Semi-automatic,Hybrid,5.0,1.0,4.0,1.6,DS
Volkswagen T-Roc,21950.0,2021,25124.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.5,Volkswagen
Volkswagen T-Roc,18000.0,2020,14951.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
BMW M3,36164.0,2018,38133.0,Semi-automatic,Petrol,5.0,2.0,4.0,3.0,BMW
Ford Focus,12582.0,2021,24122.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Audi A7,18597.0,2016,64672.0,Semi-automatic,Diesel,5.0,2.0,5.0,3.0,Audi
Hyundai Kona,13132.0,2019,13856.0,Manual,Petrol,5.0,1.0,5.0,1.0,Hyundai
BMW M3,36164.0,2018,38133.0,Semi-automatic,Petrol,5.0,2.0,4.0,3.0,BMW
Nissan Qashqai,18250.0,2020,21945.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.3,Nissan
Ford Focus,12462.0,2020,40759.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Mazda CX-30,18469.0,2021,20631.0,Manual,Petrol,5.0,1.0,5.0,2.0,Mazda
Vauxhall Corsa,8283.0,2018,23595.0,Manual,Petrol,5.0,2.0,3.0,1.4,Vauxhall
Jeep Renegade,14178.0,2019,15482.0,Manual,Petrol,5.0,1.0,5.0,1.0,Jeep
SEAT Ateca,16880.0,2020,10901.0,Manual,Petrol,5.0,1.0,5.0,1.5,SEAT
Mercedes-Benz E-Class,25132.0,2019,25692.0,Semi-automatic,Petrol,4.0,1.0,2.0,2.0,Mercedes-Benz
Honda Jazz,16902.0,2021,16000.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Volkswagen Polo,15604.0,2019,24886.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Volkswagen Tiguan,23514.0,2019,25174.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Vauxhall Grandland X,12387.0,2019,16928.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Land Rover Range Rover Evoque,13882.0,2016,41667.0,Manual,Diesel,5.0,3.0,5.0,2.0,Land
Land Rover Range Rover Evoque,27964.0,2020,34981.0,Automatic,Diesel,5.0,1.0,5.0,2.0,Land
Vauxhall Grandland X,13406.0,2020,23076.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Honda Jazz,16902.0,2021,16000.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Audi Q2,19279.0,2020,16958.0,Manual,Petrol,5.0,2.0,5.0,1.5,Audi
SEAT Tarraco,21561.0,2019,41138.0,Automatic,Diesel,7.0,1.0,5.0,2.0,SEAT
Mercedes-Benz GLC,22932.0,2017,49445.0,Semi-automatic,Diesel,5.0,3.0,5.0,2.1,Mercedes-Benz
Peugeot 3008,16680.0,2020,52270.0,Semi-automatic,Diesel,5.0,1.0,5.0,1.5,Peugeot
MINI Hatchback,10510.0,2018,41747.0,Manual,Petrol,5.0,3.0,5.0,1.5,MINI
Ford Kuga,13820.0,2018,46333.0,Manual,Petrol,5.0,4.0,5.0,1.5,Ford
Land Rover Discovery Sport,26411.0,2020,42311.0,Automatic,Diesel,5.0,1.0,5.0,2.0,Land
Audi A4,12510.0,2019,92786.0,Semi-automatic,Diesel,5.0,1.0,4.0,2.0,Audi
BMW i3,19490.0,2021,18243.0,Automatic,Electric,4.0,1.0,5.0,,BMW
BMW 1 Series,14039.0,2018,31408.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,BMW
Honda Civic,15179.0,2019,44673.0,Automatic,Petrol,5.0,1.0,5.0,1.5,Honda
Toyota Aygo,9588.0,2020,21518.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Citroen C5 Aircross,15407.0,2020,17386.0,Manual,Diesel,5.0,1.0,5.0,1.5,Citroen
Honda Jazz,14292.0,2020,25608.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Honda
Mercedes-Benz GLC,30277.0,2020,19682.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Mercedes-Benz
Audi A3,18882.0,2020,28395.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
Hyundai IONIQ,16809.0,2021,11864.0,Automatic,Electric,5.0,1.0,5.0,,Hyundai
Citroen C3 Aircross,12864.0,2018,19651.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Nissan X-Trail,19099.0,2019,46687.0,Automatic,Diesel,7.0,2.0,5.0,1.7,Nissan
Kia e-Niro,19177.0,2022,16363.0,Automatic,Electric,5.0,1.0,5.0,,Kia
Audi A3,13890.0,2020,94149.0,Manual,Petrol,5.0,1.0,4.0,1.0,Audi
BMW 3 Series,23868.0,2020,17865.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,BMW
Mercedes-Benz A-Class,18875.0,2019,33139.0,Semi-automatic,Diesel,5.0,1.0,4.0,1.5,Mercedes-Benz
MINI Hatchback,13696.0,2017,42426.0,Semi-automatic,Petrol,4.0,2.0,3.0,2.0,MINI
Citroen C5 Aircross,14624.0,2020,22519.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Mazda CX-30,17101.0,2020,10775.0,Manual,Petrol,5.0,1.0,5.0,2.0,Mazda
Volkswagen Golf,17847.0,2021,39419.0,Manual,Petrol,5.0,1.0,5.0,1.5,Volkswagen
Volvo S90,14290.0,2017,75981.0,Semi-automatic,Diesel,5.0,3.0,4.0,2.0,Volvo
Vauxhall Grandland X,11760.0,2020,14814.0,Manual,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Ford Fiesta,12463.0,2020,18894.0,Manual,Petrol,5.0,1.0,3.0,1.0,Ford
Nissan Juke,13483.0,2020,22431.0,Manual,Petrol,5.0,1.0,5.0,1.0,Nissan
Citroen C3 Aircross,13856.0,2021,13936.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Volkswagen Passat,13390.0,2019,35431.0,Manual,Petrol,5.0,4.0,4.0,1.5,Volkswagen
Peugeot 3008,19109.0,2019,20282.0,Semi-automatic,Diesel,5.0,4.0,5.0,1.5,Peugeot
Volkswagen Golf,36295.0,2022,11623.0,Semi-automatic,Petrol,5.0,2.0,5.0,2.0,Volkswagen
Nissan Qashqai,16850.0,2021,16094.0,Manual,Petrol,5.0,2.0,5.0,1.3,Nissan
Toyota C-HR,18655.0,2020,32264.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Citroen C5 Aircross,21787.0,2022,13666.0,Semi-automatic,Hybrid,5.0,2.0,5.0,1.6,Citroen
Skoda Octavia,15596.0,2019,19455.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Skoda
Mazda 3,17225.0,2020,12858.0,Manual,Petrol,5.0,2.0,5.0,2.0,Mazda
BMW 1 Series,15288.0,2018,38989.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.0,BMW
Vauxhall Crossland,14959.0,2021,15680.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Vauxhall
Mercedes-Benz A-Class,20058.0,2019,21922.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Mercedes-Benz
Volkswagen Polo,17073.0,2021,17440.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Volvo XC90,35869.0,2019,18788.0,Semi-automatic,Diesel,7.0,1.0,5.0,2.0,Volvo
BMW 3 Series,22269.0,2021,34027.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,BMW
BMW 3 Series,23777.0,2021,23581.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,BMW
Ford EcoSport,12508.0,2020,15102.0,Manual,Petrol,5.0,1.0,5.0,1.0,Ford
Volvo XC60,27559.0,2018,31173.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.0,Volvo
Audi A6,29797.0,2020,22379.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Kia Sportage,14808.0,2019,37591.0,Manual,Diesel,5.0,1.0,5.0,1.6,Kia
Citroen Space Tourer,22990.0,2019,35477.0,Manual,Diesel,6.0,3.0,5.0,1.5,Citroen
Mercedes-Benz EQC,30161.0,2020,55882.0,Automatic,Electric,5.0,1.0,5.0,,Mercedes-Benz
MINI Clubman,14753.0,2017,22000.0,Semi-automatic,Petrol,5.0,3.0,5.0,1.5,MINI
Volkswagen ID.3,18538.0,2021,31750.0,Automatic,Electric,5.0,1.0,5.0,,Volkswagen
Fiat 500,10645.0,2022,8693.0,Manual,Petrol,4.0,2.0,3.0,1.0,Fiat
SEAT Ateca,16063.0,2020,20922.0,Manual,Petrol,5.0,1.0,5.0,1.5,SEAT
