Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine,Brand
Land Rover Range Rover Sport,26495.0,2017,63589.0,Semi-automatic,Diesel,5.0,4.0,5.0,4.4,Land
Mercedes-Benz GLA,12995.0,2018,79244.0,Manual,Diesel,5.0,1.0,5.0,2.1,Mercedes-Benz
Volkswagen Polo,15995.0,2019,14414.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.0,Volkswagen
Mazda CX-3,11495.0,2017,31052.0,Manual,Petrol,5.0,2.0,5.0,2.0,Mazda
Audi A3,19495.0,2020,21562.0,Manual,Petrol,5.0,1.0,5.0,1.5,Audi
BMW 4 Series,15495.0,2016,62986.0,Semi-automatic,Diesel,4.0,3.0,2.0,3.0,BMW
Renault Kadjar,11695.0,2016,32225.0,Semi-automatic,Diesel,5.0,2.0,5.0,1.5,Renault
Jaguar I-Pace,24995.0,2019,13000.0,Automatic,Electric,5.0,1.0,5.0,,Jaguar
Vauxhall Grandland X,14495.0,2019,22048.0,Automatic,Diesel,5.0,3.0,5.0,1.5,Vauxhall
DS DS 3,5995.0,2016,67700.0,Manual,Diesel,5.0,4.0,3.0,1.6,DS
Jaguar XF,16495.0,2017,64998.0,Automatic,Diesel,5.0,3.0,4.0,3.0,Jaguar
Mercedes-Benz CLA,14995.0,2018,79339.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.2,Mercedes-Benz
Mercedes-Benz GLC,17995.0,2016,74586.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.1,Mercedes-Benz
Land Rover Discovery Sport,20495.0,2019,55000.0,Automatic,Diesel,7.0,2.0,5.0,2.0,Land
Ford Tourneo Custom,31995.0,2018,17340.0,Manual,Diesel,8.0,2.0,4.0,2.0,Ford
Mercedes-Benz V-Class,42985.0,2017,39911.0,Semi-automatic,Diesel,8.0,2.0,5.0,2.2,Mercedes-Benz
Tesla Model 3,21995.0,2020,32579.0,Automatic,Electric,5.0,1.0,4.0,,Tesla
Volvo XC60,14395.0,2016,70323.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.4,Volvo
Nissan Qashqai,12995.0,2018,55988.0,Automatic,Petrol,5.0,1.0,5.0,1.2,Nissan
Renault Captur,8495.0,2018,49859.0,Manual,Petrol,5.0,2.0,5.0,0.9,Renault
Kia Sorento,14495.0,2016,63395.0,Manual,Diesel,7.0,3.0,5.0,2.2,Kia
Citroen C3,12295.0,2021,16086.0,Manual,Petrol,5.0,2.0,5.0,1.2,Citroen
Citroen C3,10495.0,2021,53051.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C3 Aircross,20995.0,2023,1787.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen Berlingo,25995.0,2023,4525.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Citroen C3 Aircross,9995.0,2018,41285.0,Manual,Petrol,5.0,2.0,5.0,1.2,Citroen
Citroen C5 Aircross,21495.0,2023,5490.0,Manual,Diesel,5.0,1.0,5.0,1.5,Citroen
Citroen C5 X,27995.0,2023,1500.0,Semi-automatic,Petrol,5.0,1.0,4.0,1.2,Citroen
Citroen C3 Aircross,23995.0,2023,100.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C3,14495.0,2021,2020.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C3 Aircross,16495.0,2023,2402.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C4 X,26995.0,2023,6986.0,Automatic,Electric,5.0,1.0,4.0,,Citroen
Citroen C4,21495.0,2022,4666.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Citroen C3,15995.0,2023,1132.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C5 Aircross,21495.0,2022,15500.0,Manual,Diesel,5.0,1.0,5.0,1.5,Citroen
Citroen C1,9695.0,2021,14860.0,Manual,Petrol,4.0,1.0,5.0,1.0,Citroen
Citroen C1,8295.0,2019,31043.0,Manual,Petrol,4.0,2.0,5.0,1.0,Citroen
Citroen C5 Aircross,22995.0,2022,6705.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.6,Citroen
Citroen C4,16995.0,2022,12608.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C3 Aircross,16495.0,2023,5357.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C5 Aircross,28995.0,2023,2586.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C4,20995.0,2022,5500.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Citroen C4,21495.0,2022,6421.0,Automatic,Electric,5.0,1.0,5.0,,Citroen
Citroen C3,13995.0,2022,3739.0,Manual,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C3,14495.0,2021,20627.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Citroen
Citroen C5 Aircross,32995.0,2023,5280.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.6,Citroen
Toyota Yaris,19452.0,2021,10954.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,18267.0,2022,6018.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,17974.0,2022,9232.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,16819.0,2021,17666.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,20624.0,2022,4079.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris Cross,24361.0,2022,5989.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,18483.0,2022,8397.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,18825.0,2022,12340.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,17223.0,2021,2985.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Yaris,18493.0,2021,12668.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Volkswagen Transporter Shuttle,40995.0,2020,36223.0,Semi-automatic,Diesel,8.0,1.0,5.0,2.0,Volkswagen
Volvo XC40,29241.0,2022,20741.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Volvo
Toyota Aygo,11495.0,2021,2628.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota C-HR,19495.0,2020,58995.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Honda Civic,12743.0,2017,29950.0,Automatic,Petrol,5.0,2.0,5.0,1.0,Honda
Toyota Highlander,40293.0,2021,16144.0,Automatic,Hybrid,7.0,1.0,5.0,2.5,Toyota
Ford Fiesta,8222.0,2017,36000.0,Manual,Petrol,5.0,3.0,3.0,1.0,Ford
Toyota Aygo X,14793.0,2022,10000.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
SEAT Ibiza,8395.0,2016,55200.0,Manual,Petrol,5.0,2.0,5.0,1.4,SEAT
Hyundai i10,10693.0,2019,26100.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.2,Hyundai
Toyota Corolla,26500.0,2022,26565.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Toyota
Toyota C-HR,20777.0,2022,25000.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota C-HR,21495.0,2022,10401.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Ford Tourneo Custom,32990.0,2019,32927.0,Automatic,Diesel,9.0,4.0,4.0,2.0,Ford
Toyota C-HR,24500.0,2021,25862.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Toyota
Toyota C-HR,22500.0,2020,25300.0,Automatic,Hybrid,5.0,2.0,5.0,2.0,Toyota
Mazda 6,16995.0,2020,35000.0,Manual,Petrol,5.0,1.0,5.0,2.0,Mazda
Toyota Yaris Cross,27995.0,2022,14285.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Aygo X,12693.0,2022,10333.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Yaris,19456.0,2023,4995.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota RAV4,25995.0,2021,20000.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota Yaris Cross,22121.0,2023,5000.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota C-HR,29295.0,2023,8754.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota RAV4,24410.0,2020,53885.0,Automatic,Hybrid,5.0,2.0,5.0,2.5,Toyota
Toyota Yaris,19003.0,2022,2906.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota RAV4,33741.0,2021,15799.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota C-HR,26995.0,2022,31508.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota Aygo X,17495.0,2022,10.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Kia Rio,9293.0,2016,41723.0,Automatic,Petrol,5.0,2.0,5.0,1.4,Kia
Toyota RAV4,25893.0,2020,22376.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota GR Yaris,24373.0,2021,29914.0,Manual,Petrol,4.0,1.0,3.0,1.6,Toyota
Toyota RAV4,31880.0,2022,24886.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota Yaris,18933.0,2022,11095.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Aygo X,15997.0,2022,6000.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota RAV4,27495.0,2022,7000.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota Yaris Cross,25495.0,2023,2857.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Corolla,27295.0,2023,6264.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota RAV4,30995.0,2022,15000.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota C-HR,18995.0,2021,23318.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota Prius,21748.0,2020,43136.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota Aygo X,15195.0,2022,13326.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Corolla,22495.0,2021,14787.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota Aygo X,15995.0,2022,17510.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Corolla,22495.0,2021,12472.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota C-HR,30979.0,2023,3475.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota Aygo,8793.0,2019,43415.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,13595.0,2022,14581.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo,11793.0,2021,5893.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,13884.0,2023,2200.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Peugeot 208,15495.0,2020,17552.0,Manual,Petrol,5.0,1.0,5.0,1.2,Peugeot
Toyota Highlander,38793.0,2021,24279.0,Automatic,Hybrid,7.0,1.0,5.0,2.5,Toyota
Toyota Aygo X,15995.0,2022,8522.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Corolla,27111.0,2022,29295.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Toyota
Toyota Aygo X,12693.0,2023,12194.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,13123.0,2023,6286.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,14695.0,2022,19144.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota C-HR,24495.0,2022,30168.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Toyota
Toyota Corolla,23750.0,2022,7789.0,Automatic,Hybrid,5.0,1.0,5.0,1.8,Toyota
Toyota Aygo X,14799.0,2023,1561.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,14699.0,2022,9686.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,13893.0,2023,2200.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,13293.0,2023,2500.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,16593.0,2022,7482.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Land Cruiser,57999.0,2023,20000.0,Semi-automatic,Diesel,7.0,1.0,5.0,2.8,Toyota
Toyota C-HR,22241.0,2022,35134.0,Automatic,Hybrid,5.0,1.0,5.0,2.0,Toyota
Toyota Yaris,21495.0,2022,24236.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Toyota Aygo X,12995.0,2022,5680.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,18211.0,2022,1112.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota RAV4,35995.0,2022,27494.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota Aygo X,14695.0,2022,15713.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Highlander,36995.0,2021,46601.0,Automatic,Hybrid,7.0,1.0,5.0,2.5,Toyota
Toyota RAV4,28931.0,2021,27938.0,Automatic,Hybrid,5.0,1.0,5.0,2.5,Toyota
Toyota Aygo X,14995.0,2022,2086.0,Automatic,Petrol,4.0,1.0,5.0,1.0,Toyota
Toyota Aygo X,18250.0,2022,10000.0,Manual,Petrol,4.0,1.0,5.0,1.0,Toyota
Audi A1,17899.0,2019,36580.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.0,Audi
Audi A4,29899.0,2022,14162.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Audi A6,21499.0,2018,70170.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi Q2,21799.0,2020,17677.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Volkswagen Golf,20499.0,2018,51780.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volkswagen
Audi A1,18199.0,2020,23452.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Audi A1,20999.0,2020,28302.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Audi A3,27199.0,2020,27746.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Toyota Yaris Cross,22278.0,2022,12321.0,Automatic,Hybrid,5.0,1.0,5.0,1.5,Toyota
Audi A3,25000.0,2023,7592.0,Semi-automatic,Petrol,5.0,1.0,4.0,1.0,Audi
Audi Q4,54999.0,2023,4487.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Audi Q8,71799.0,2023,14596.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Audi Q3,36499.0,2023,6233.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Volkswagen T-Cross,14899.0,2020,23283.0,Manual,Petrol,5.0,1.0,5.0,1.0,Volkswagen
Audi Q5,44999.0,2023,4758.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi A1,18999.0,2021,11760.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Audi Q2,17499.0,2020,16100.0,Manual,Petrol,5.0,1.0,5.0,1.0,Audi
Audi Q5,53599.0,2023,1587.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Audi
Audi Q8,72499.0,2023,8630.0,Automatic,Electric,5.0,1.0,5.0,,Audi
Audi Q3,17999.0,2017,33661.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Audi
Audi Q5,48999.0,2023,2687.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Audi
Audi A1,11999.0,2018,40537.0,Manual,Petrol,5.0,1.0,5.0,1.4,Audi
Audi A1,23299.0,2023,13965.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.0,Audi
Audi A1,12499.0,2017,41644.0,Manual,Diesel,4.0,2.0,3.0,1.6,Audi
Audi A1,17999.0,2020,23414.0,Manual,Petrol,5.0,1.0,5.0,,Audi
Audi A4,16999.0,2019,47880.0,Manual,Petrol,5.0,2.0,4.0,2.0,Audi
Volvo XC40,32341.0,2022,9464.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,30170.0,2023,3561.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,36350.0,2022,26304.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo V60,23141.0,2020,30448.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Polestar 2,27841.0,2022,9480.0,Automatic,Electric,5.0,1.0,4.0,,Polestar
Volvo XC60,39841.0,2022,8037.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Kia Sportage,14341.0,2019,30200.0,Manual,Diesel,5.0,1.0,5.0,1.6,Kia
Volvo XC40,24558.0,2020,39568.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Volvo
Volvo V60,30141.0,2021,24448.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Mercedes-Benz GLC,29841.0,2018,25000.0,Semi-automatic,Petrol,5.0,3.0,5.0,3.0,Mercedes-Benz
Volkswagen Polo,12641.0,2017,36863.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.0,Volkswagen
Peugeot Rifter,13341.0,2018,43000.0,Manual,Diesel,5.0,2.0,5.0,1.5,Peugeot
Nissan Qashqai,11341.0,2017,38442.0,Manual,Petrol,5.0,2.0,5.0,1.2,Nissan
Volkswagen T-Roc,20841.0,2019,29477.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.5,Volkswagen
Volvo XC60,39241.0,2020,16992.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,24558.0,2020,39568.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Volvo
Volvo XC90,35541.0,2017,57553.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo XC40,31041.0,2020,13939.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volvo
Hyundai Tucson,17841.0,2021,27549.0,Manual,Hybrid,5.0,1.0,5.0,1.6,Hyundai
Volvo XC60,39751.0,2022,19871.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC90,54441.0,2023,9516.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo XC90,66841.0,2023,6040.0,Semi-automatic,Hybrid,7.0,2.0,5.0,2.0,Volvo
Volvo XC60,43840.0,2023,4112.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo S90,20441.0,2018,50988.0,Semi-automatic,Diesel,5.0,2.0,4.0,2.0,Volvo
Volvo XC40,33521.0,2022,6845.0,Semi-automatic,Hybrid,5.0,2.0,5.0,1.5,Volvo
Volvo XC60,39840.0,2022,6489.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,55850.0,2023,1800.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo C40,34000.0,2022,2980.0,Automatic,Electric,5.0,1.0,5.0,,Volvo
Volvo XC90,54751.0,2023,5000.0,Semi-automatic,Diesel,7.0,1.0,5.0,2.0,Volvo
Volvo XC60,40532.0,2022,14605.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,27800.0,2017,41200.0,Semi-automatic,Petrol,5.0,2.0,5.0,2.0,Volvo
Volvo XC90,55890.0,2023,2800.0,Semi-automatic,Diesel,7.0,1.0,5.0,2.0,Volvo
Volvo V60,22150.0,2018,49015.0,Semi-automatic,Diesel,5.0,2.0,5.0,2.0,Volvo
Volvo XC60,38766.0,2022,19025.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,45541.0,2022,18154.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC90,53470.0,2023,6108.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo XC90,54000.0,2023,4883.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Audi TT,34341.0,2021,22000.0,Semi-automatic,Petrol,4.0,1.0,2.0,2.0,Audi
Volvo XC40,27741.0,2021,21836.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Volvo
Volvo XC60,50991.0,2023,5000.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC90,39240.0,2019,42338.0,Semi-automatic,Hybrid,7.0,2.0,5.0,2.0,Volvo
Volvo XC90,53450.0,2023,6842.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo V60,26776.0,2019,43911.0,Semi-automatic,Hybrid,5.0,2.0,5.0,2.0,Volvo
Volvo XC90,46800.0,2020,21876.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo XC60,35890.0,2020,38125.0,Semi-automatic,Hybrid,5.0,2.0,5.0,2.0,Volvo
Volvo XC60,45640.0,2022,7305.0,Semi-automatic,Hybrid,5.0,2.0,5.0,2.0,Volvo
Volvo XC40,28341.0,2021,11591.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Volvo
Volvo XC60,41600.0,2022,15539.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,33370.0,2023,6168.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,39991.0,2021,18561.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC90,35641.0,2020,72763.0,Semi-automatic,Petrol,7.0,1.0,5.0,2.0,Volvo
Volvo XC40,30341.0,2023,6119.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Land Rover Discovery Sport,25841.0,2020,28724.0,Automatic,Diesel,7.0,1.0,5.0,2.0,Land
Volvo V90,35741.0,2023,7441.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo S90,18841.0,2018,35443.0,Semi-automatic,Diesel,5.0,2.0,4.0,2.0,Volvo
Volvo XC60,47441.0,2022,9772.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,40551.0,2021,9575.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo V60,27340.0,2020,6895.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volvo
Mercedes-Benz CLA,15341.0,2017,53987.0,Semi-automatic,Diesel,5.0,3.0,5.0,2.1,Mercedes-Benz
Volvo XC60,55741.0,2023,3119.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Ford B-MAX,8341.0,2016,37434.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.6,Ford
Volvo XC60,33841.0,2020,19709.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volvo
Volvo S60,31991.0,2023,8000.0,Automatic,Hybrid,5.0,1.0,4.0,2.0,Volvo
Ford B-MAX,8341.0,2016,37434.0,Semi-automatic,Petrol,5.0,2.0,5.0,1.6,Ford
Mercedes-Benz CLA,15341.0,2017,53987.0,Semi-automatic,Diesel,5.0,3.0,5.0,2.1,Mercedes-Benz
Volvo XC60,55741.0,2023,3119.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,34991.0,2022,15986.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,26241.0,2020,13080.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Volvo
Volvo S60,31991.0,2023,8000.0,Automatic,Hybrid,5.0,1.0,4.0,2.0,Volvo
Volvo S90,38141.0,2023,9998.0,Semi-automatic,Hybrid,5.0,1.0,4.0,2.0,Volvo
Volvo XC90,42241.0,2020,28530.0,Semi-automatic,Diesel,7.0,1.0,5.0,2.0,Volvo
Volvo XC60,42601.0,2023,4913.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,39340.0,2021,3620.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,33841.0,2020,19709.0,Semi-automatic,Petrol,5.0,1.0,5.0,2.0,Volvo
Volvo XC90,53841.0,2023,6119.0,Semi-automatic,Diesel,7.0,1.0,5.0,2.0,Volvo
BMW M4,34841.0,2020,29650.0,Semi-automatic,Petrol,4.0,3.0,2.0,3.0,BMW
Volvo XC40,35741.0,2023,3449.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Volvo
Volvo XC90,50400.0,2023,7519.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo XC40,33186.0,2022,9899.0,Semi-automatic,Hybrid,5.0,1.0,5.0,1.5,Volvo
Volvo V90,36049.0,2023,5962.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,46400.0,2022,5964.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,32741.0,2023,2795.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,29841.0,2023,5190.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,26380.0,2018,38958.0,Semi-automatic,Petrol,5.0,3.0,5.0,2.0,Volvo
Audi Q2,18370.0,2019,33200.0,Semi-automatic,Petrol,5.0,1.0,5.0,1.5,Audi
Skoda Kodiaq,24641.0,2019,22000.0,Automatic,Petrol,7.0,2.0,5.0,2.0,Skoda
Volvo XC90,62341.0,2023,6119.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo XC60,50641.0,2023,6119.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,42441.0,2023,4800.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,34241.0,2023,7299.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,41041.0,2021,15191.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC60,41991.0,2022,8462.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
Volvo XC90,50741.0,2022,16546.0,Semi-automatic,Diesel,7.0,1.0,5.0,2.0,Volvo
Volvo XC90,69141.0,2023,3115.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Mazda 2,13841.0,2020,14044.0,Automatic,Petrol,5.0,3.0,5.0,1.5,Mazda
Volvo C40,39641.0,2022,6958.0,Automatic,Electric,5.0,1.0,5.0,,Volvo
Volvo XC40,44841.0,2023,6119.0,Automatic,Electric,5.0,1.0,5.0,,Volvo
Volvo V60,40841.0,2022,8625.0,Semi-automatic,Hybrid,5.0,1.0,5.0,2.0,Volvo
Volvo XC40,39441.0,2022,10940.0,Automatic,Electric,5.0,1.0,5.0,,Volvo
Volvo XC90,52841.0,2023,5069.0,Semi-automatic,Hybrid,7.0,1.0,5.0,2.0,Volvo
Volvo XC60,34646.0,2022,16896.0,Semi-automatic,Diesel,5.0,1.0,5.0,2.0,Volvo
