Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine
Audi Q2,"£28,000",2022,"5,000 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi Q5,"£28,500",2019,"35,934 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Mercedes-Benz CLA,"£14,395",2017,"55,000 miles",Manual,Petrol,5 seats,3 owner(s),4 doors,1.6
Audi RS6,"£39,370",2017,"58,093 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,4
Land Rover Range Rover Evoque,"£27,870",2021,"13,600 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Land Rover Discovery Sport,"£35,480",2021,"56,583 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Land Rover Discovery Sport,"£31,980",2021,"43,033 miles",Automatic,Diesel,7 seats,1 owner(s),5 doors,2
Audi A3,"£36,000",2023,902 miles,Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
Land Rover Range Rover Sport,"£86,980",2023,"5,000 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Audi Q2,"£20,000",2020,"16,335 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Audi A3,"£26,500",2019,"19,515 miles",Semi-automatic,Petrol,4 seats,2 owner(s),2 doors,2
Land Rover Range Rover Evoque,"£45,990",2023,"4,479 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Audi A3,"£32,000",2023,"7,669 miles",Semi-automatic,Diesel,5 seats,1 owner(s),4 doors,2
Jaguar E-Pace,"£24,980",2019,"49,799 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi RS4,"£55,000",2020,"30,361 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2.9
Audi Q5,"£41,500",2020,"32,978 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,3
Land Rover Range Rover Sport,"£86,980",2023,"5,000 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Audi Q3,"£29,000",2021,"27,031 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
Audi A1,"£21,500",2022,"7,751 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Audi Q5,"£36,000",2021,"25,096 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi A5,"£44,000",2022,"6,054 miles",Semi-automatic,Diesel,4 seats,1 owner(s),2 doors,3
Audi Q2,"£20,000",2020,"16,335 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Audi A3,"£26,500",2019,"19,515 miles",Semi-automatic,Petrol,4 seats,2 owner(s),2 doors,2
Audi Q7,"£35,500",2019,"23,401 miles",Semi-automatic,Diesel,7 seats,2 owner(s),5 doors,3
Audi Q2,"£33,000",2023,10 miles,Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A4,"£31,000",2023,"2,764 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2
Audi TT,"£17,500",2016,"35,322 miles",Manual,Petrol,2 seats,3 owner(s),2 doors,1.8
Audi Q8,"£62,500",2020,"26,703 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,3
Jaguar E-Pace,"£24,980",2019,"49,799 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi RS6,"£39,370",2017,"58,093 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,4
Land Rover Range Rover Evoque,"£27,870",2021,"13,600 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volkswagen T-Roc,"£14,370",2019,"43,929 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.6
Audi RS4,"£55,000",2020,"30,361 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2.9
Audi Q5,"£41,500",2020,"32,978 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,3
Audi A1,"£21,500",2020,"15,895 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A8,"£31,500",2019,"27,585 miles",Semi-automatic,Diesel,5 seats,2 owner(s),4 doors,3
Land Rover Range Rover,"£40,980",2018,"46,605 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,3
Jaguar E-Pace,"£24,980",2020,"30,246 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Jaguar XF,"£39,980",2023,"5,212 miles",Automatic,Petrol,5 seats,1 owner(s),4 doors,2
Jaguar XF,"£37,980",2023,"5,321 miles",Automatic,Petrol,5 seats,1 owner(s),4 doors,2
Audi Q5,"£48,750",2023,"5,000 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Land Rover Range Rover Velar,"£73,117",Not reported,10 miles,Automatic,Diesel,5 seats,201.2 bhp,Not reported,2
Land Rover Range Rover Evoque,"£29,980",2021,"38,685 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi A1,"£23,500",2023,"3,000 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Land Rover Range Rover Evoque,"£33,480",2020,"34,460 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Land Rover Range Rover Sport,"£36,780",2018,"75,486 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Audi TT,"£42,000",2023,"3,554 miles",Semi-automatic,Petrol,4 seats,1 owner(s),2 doors,2
Audi e-tron,"£82,750",2020,"22,270 miles",Automatic,Petrol,5 seats,2 owner(s),5 doors,N/A
Audi A5,"£42,000",2023,"5,853 miles",Semi-automatic,Petrol,4 seats,1 owner(s),2 doors,2
Audi Q3,"£23,000",2019,"34,144 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Audi A3,"£43,000",2023,"7,298 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2
Audi e-tron,"£38,500",2020,"21,301 miles",Automatic,Electric,5 seats,2 owner(s),5 doors,N/A
Audi Q4,"£33,500",2021,"25,189 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A3,"£34,000",2023,"1,000 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
Audi A5,"£34,000",2023,723 miles,Semi-automatic,Petrol,4 seats,1 owner(s),2 doors,2
Audi A7,"£49,500",2023,10 miles,Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Land Rover Discovery Sport,"£41,980",2021,"31,498 miles",Automatic,Diesel,7 seats,1 owner(s),5 doors,2
Jaguar F-Pace,"£57,980",2023,"5,523 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Jaguar I-Pace,"£81,360",Not reported,10 miles,Automatic,Electric,5 seats,394.3 bhp,Not reported,N/A
Land Rover Range Rover Evoque,"£38,890",2021,"35,895 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi Q2,"£22,000",2021,"14,284 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A6,"£34,000",2023,"12,837 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2
Audi A3,"£30,500",2022,"9,796 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2
Audi Q3,"£43,000",2023,461 miles,Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi Q4,"£51,000",2023,"3,000 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Skoda Superb,"£16,870",2016,"25,500 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Audi A3,"£34,000",2023,309 miles,Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A1,"£25,500",2023,"4,417 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Audi Q2,"£23,199",2020,"21,696 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.5
Audi A4,"£22,500",2019,"27,931 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Audi Q5,"£21,750",2017,"43,538 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi Q3,"£44,000",2023,"2,659 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
Audi Q8,"£83,000",2023,"7,433 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A6,"£39,500",2023,"2,726 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi A3,"£19,500",2020,"12,356 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi Q3,"£28,500",2019,"19,684 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi Q5,"£37,000",2020,"12,014 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Audi Q3,"£33,000",2019,"22,500 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi Q3,"£24,500",2020,"9,368 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi Q4,"£41,000",2023,"6,612 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi Q4,"£27,750",2021,"17,705 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi Q3,"£33,000",2022,"34,037 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,2
Audi RS Q3,"£53,000",2021,"16,000 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2.5
Audi Q8,"£57,500",2023,550 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi Q5,"£49,750",2023,"5,583 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Audi A3,"£17,750",2019,"37,556 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volvo V40,"£10,795",2018,"95,000 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,2
Audi A3,"£17,500",2019,"27,865 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.5
Audi Q3,"£31,000",2019,"41,748 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi A6,"£30,500",2020,"48,219 miles",Semi-automatic,Diesel,5 seats,1 owner(s),4 doors,3
Audi Q8,"£41,000",2019,"26,015 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Audi Q7,"£25,500",2016,"82,280 miles",Semi-automatic,Diesel,7 seats,2 owner(s),5 doors,3
Audi A8,"£44,750",2022,"32,365 miles",Semi-automatic,Diesel,5 seats,1 owner(s),4 doors,3
Audi Q5,"£31,000",2019,"5,197 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Audi A3,"£30,000",2023,"11,518 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi Q7,"£54,750",2022,"24,648 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,3
Audi A3,"£32,000",2023,"6,516 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,1.5
Audi e-tron,"£29,500",2020,"11,438 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A1,"£18,000",2022,"5,703 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Audi RS4,"£46,500",2019,"39,136 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2.9
Audi A1,"£17,750",2019,"9,518 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Audi A3,"£18,000",2020,"27,320 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Audi RS6,"£71,750",2020,"39,494 miles",Semi-automatic,Petrol,4 seats,1 owner(s),5 doors,4
Audi Q5,"£29,000",2020,"49,984 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Audi Q3,"£29,500",2020,"14,971 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A6,"£30,000",2021,"22,660 miles",Semi-automatic,Diesel,5 seats,1 owner(s),4 doors,2
Audi Q5,"£29,000",2020,"49,984 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Audi Q7,"£54,750",2022,"24,648 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,3
Audi A3,"£32,000",2023,"6,516 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,1.5
Audi e-tron,"£29,500",2020,"11,438 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi Q3,"£37,000",2023,259 miles,Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A4 Allroad,"£14,395",2016,"94,000 miles",Semi-automatic,Diesel,5 seats,5 owner(s),5 doors,2
Renault Trafic,"£23,994",2019,"41,816 miles",Manual,Diesel,6 seats,2 owner(s),Not reported,1.6
Jaguar I-Pace,"£65,524",Not reported,10 miles,Automatic,Electric,5 seats,394.3 bhp,Not reported,N/A
Land Rover Range Rover Velar,"£35,980",2018,"26,019 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,N/A
Land Rover Discovery Sport,"£29,480",2020,"22,965 miles",Automatic,Diesel,7 seats,1 owner(s),5 doors,2
Jaguar E-Pace,"£26,500",2020,"29,890 miles",Automatic,Diesel,5 seats,2 owner(s),5 doors,2
Jaguar E-Pace,"£24,950",2020,"30,763 miles",Automatic,Diesel,5 seats,2 owner(s),5 doors,2
Renault Trafic,"£28,792",2022,"2,450 miles",Manual,Diesel,3 seats,2 owner(s),Not reported,2
Audi e-tron,"£43,500",2023,"11,841 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Trafic,"£24,994",2019,"24,261 miles",Automatic,Diesel,3 seats,1 owner(s),Not reported,2
Volkswagen Golf,"£33,580",2021,"17,543 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Volkswagen Golf,"£15,998",2020,"31,273 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Volkswagen Golf,"£38,885",2023,994 miles,Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi RS e-tron GT,"£89,000",2023,"7,729 miles",Automatic,Electric,5 seats,1 owner(s),4 doors,N/A
Volkswagen Golf,"£24,288",2020,"32,867 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Volvo S90,"£31,042",2021,"13,568 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,2
Audi TT,"£15,999",2016,"20,878 miles",Manual,Petrol,4 seats,2 owner(s),2 doors,2
Audi A3,"£21,999",2023,"14,193 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,1
Audi e-tron,"£58,000",2023,"15,931 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A6,"£35,000",2023,"10,976 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2
Volvo XC90,"£31,641",2017,"48,695 miles",Semi-automatic,Diesel,7 seats,3 owner(s),5 doors,2
Volvo XC60,"£45,780",2022,"15,723 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£32,560",2021,"42,223 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£37,891",2022,"25,423 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£37,201",2021,"24,755 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£26,991",2020,"18,996 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volvo XC90,"£45,693",2022,"19,215 miles",Semi-automatic,Diesel,7 seats,232 bhp,5 doors,2
Peugeot Partner,"£18,594",2020,"50,151 miles",Manual,Diesel,3 seats,1 owner(s),Not reported,1.6
Peugeot Partner,"£18,594",2020,"54,505 miles",Manual,Diesel,3 seats,1 owner(s),Not reported,1.5
Peugeot Partner,"£15,794",2021,"34,729 miles",Manual,Diesel,3 seats,1 owner(s),Not reported,1.5
Audi Q2,"£26,190",2022,"17,121 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi Q5,"£45,000",2023,"18,871 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volkswagen Tiguan Allspace,"£21,190",2020,"52,068 miles",Semi-automatic,Diesel,7 seats,1 owner(s),5 doors,2
Audi A3,"£26,390",2022,"7,000 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,1.5
Audi A3,"£22,490",2023,"4,000 miles",Manual,Petrol,5 seats,1 owner(s),4 doors,1
Audi A3,"£25,890",2022,"12,500 miles",Semi-automatic,Diesel,5 seats,1 owner(s),4 doors,2
Audi A3,"£25,090",2023,"5,000 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A3,"£31,290",2023,"7,000 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi A3,"£26,490",2022,"5,800 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,1.5
Audi A3,"£26,090",2022,"9,495 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,1.5
Audi RS6,"£41,995",2017,"47,242 miles",Semi-automatic,Petrol,5 seats,5 owner(s),5 doors,4
Volkswagen Amarok,"£37,949",2020,"18,971 miles",Automatic,Diesel,5 seats,1 owner(s),Not reported,3
Volkswagen Transporter,"£31,794",2022,"14,819 miles",Manual,Diesel,3 seats,1 owner(s),Not reported,2
Volvo V60,"£29,426",2020,"16,135 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo V90,"£43,741",2022,"3,802 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC40,"£40,250",2023,"5,000 miles",Automatic,Electric,5 seats,228 bhp,5 doors,N/A
Audi TT,"£37,500",2018,"18,917 miles",Semi-automatic,Petrol,4 seats,3 owner(s),2 doors,2.5
Volvo V90,"£37,251",2023,"7,000 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Audi A5,"£23,790",2021,"35,377 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi Q8,"£58,500",2023,"11,841 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,3
Volkswagen ID.5,"£39,490",2023,"7,542 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A8,"£47,000",2022,"13,236 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,3
Volkswagen T-Roc,"£24,990",2022,"21,041 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Land Rover Range Rover,"£40,240",2019,"43,035 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,3
Land Rover Range Rover Evoque,"£35,640",2021,"7,980 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
BMW 1 Series,"£30,513",2023,"8,980 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volkswagen Polo,"£22,554",2022,"8,854 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Polo,"£23,990",2023,"3,541 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Volkswagen Polo,"£24,199",2022,"6,135 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen T-Roc,"£19,290",2019,"15,649 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,N/A
Volvo XC90,"£63,990",2023,"2,000 miles",Semi-automatic,Hybrid,7 seats,1 owner(s),5 doors,2
Tesla Model 3,"£24,450",2020,"43,304 miles",Automatic,Electric,5 seats,1 owner(s),4 doors,N/A
Skoda Kamiq,"£22,950",2023,"1,055 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Tesla Model S,"£37,790",2020,"48,614 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volvo C40,"£35,000",2022,"13,407 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volvo XC60,"£31,770",2020,"24,299 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Volkswagen Amarok,"£58,776",2023,"5,850 miles",Automatic,Diesel,5 seats,1 owner(s),Not reported,3
Volkswagen ID.5,"£53,890",2023,"2,592 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volvo XC90,"£40,870",2020,"21,559 miles",Semi-automatic,Hybrid,7 seats,2 owner(s),5 doors,2
Audi A3,"£34,490",2023,25 miles,Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Nissan Leaf,"£22,800",2023,"5,454 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Nissan Leaf,"£19,500",2022,"5,000 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volvo XC60,"£40,228",2023,"9,152 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volvo XC90,"£53,407",2022,"14,898 miles",Semi-automatic,Hybrid,7 seats,1 owner(s),5 doors,2
Skoda Kamiq,"£21,990",2023,"2,857 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Volvo XC40,"£34,000",2023,"3,500 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo C40,"£43,260",2023,780 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volvo XC40,"£32,741",2022,"16,628 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£57,490",2023,30 miles,Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC90,"£29,195",2018,"69,856 miles",Semi-automatic,Hybrid,7 seats,1 owner(s),5 doors,2
Skoda Karoq,"£24,890",2023,500 miles,Manual,Diesel,5 seats,1 owner(s),5 doors,2
Volvo XC90,"£53,400",2023,"11,365 miles",Semi-automatic,Hybrid,7 seats,1 owner(s),5 doors,2
Volvo XC90,"£51,132",2023,"3,892 miles",Semi-automatic,Diesel,7 seats,1 owner(s),5 doors,2
Volvo XC40,"£34,300",2023,"3,465 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Skoda Superb,"£39,990",2023,500 miles,Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
BMW iX1,"£42,190",2023,"6,403 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
BMW 1 Series,"£27,908",2022,"6,254 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
BMW 2 Series,"£33,590",2023,"8,980 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
BMW iX3,"£51,088",2023,"8,980 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volvo XC90,"£31,500",2018,"68,067 miles",Semi-automatic,Diesel,7 seats,1 owner(s),5 doors,2
Skoda Karoq,"£22,990",2023,"3,000 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Skoda Karoq,"£21,790",2022,"5,637 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Volvo S60,"£37,840",2023,"8,783 miles",Automatic,Hybrid,5 seats,1 owner(s),4 doors,2
Nissan X-Trail,"£39,990",2023,"11,141 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Renault Trafic,"£21,420",2021,"22,911 miles",Manual,Diesel,3 seats,1 owner(s),Not reported,2
SEAT Alhambra,"£17,490",2017,"48,600 miles",Semi-automatic,Diesel,7 seats,2 owner(s),5 doors,2
Volkswagen Golf,"£19,667",2022,"17,031 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Skoda Kamiq,"£17,490",2023,"6,153 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Volvo XC60,"£53,641",2023,"8,600 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Skoda Octavia,"£26,990",2023,500 miles,Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Nissan Leaf,"£20,984",2023,"2,000 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Skoda Enyaq,"£27,990",2023,"7,661 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Touareg,"£57,590",2023,45 miles,Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Volkswagen ID.5,"£38,490",2023,"12,276 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Golf,"£21,980",2022,"7,082 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Volkswagen ID.3,"£28,990",2023,"1,028 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen ID.3,"£40,990",2023,"5,850 miles",Automatic,Electric,4 seats,1 owner(s),5 doors,N/A
Skoda Fabia,"£15,950",2023,10 miles,Manual,Petrol,5 seats,1 owner(s),5 doors,1
Skoda Scala,"£21,950",2023,"2,586 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Skoda Karoq,"£20,890",2023,"12,121 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Nissan Townstar,"£23,610",2023,"2,124 miles",Manual,Petrol,2 seats,1 owner(s),Not reported,1.3
Nissan Townstar,"£33,900",2023,"4,000 miles",Automatic,Electric,2 seats,1 owner(s),Not reported,N/A
Volkswagen ID.3,"£35,490",2023,"1,391 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Skoda Octavia,"£16,490",2020,"30,713 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Volkswagen Transporter,"£59,394",2023,25 miles,Semi-automatic,Diesel,3 seats,1 owner(s),Not reported,2
Skoda Karoq,"£26,290",2023,500 miles,Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volkswagen ID.4,"£32,990",2023,"2,987 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen ID.4,"£35,990",2023,1 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Skoda Kamiq,"£15,590",2020,"11,572 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Tiguan,"£39,980",2023,"2,973 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
Skoda Kamiq,"£23,490",2023,"6,935 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Skoda Kamiq,"£21,890",2023,"5,759 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Skoda Enyaq,"£48,990",2023,"1,500 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Skoda Octavia,"£16,790",2021,"33,688 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Skoda Kamiq,"£14,690",2020,"27,831 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Alfa Romeo Giulia,"£24,980",2020,"20,777 miles",Semi-automatic,Petrol,5 seats,2 owner(s),4 doors,2
Skoda Fabia,"£15,790",2023,"1,234 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
